"scientific","rec_gbif"
"Piper carrilloanum C.DC.",1
"Piper churruyacoanum Trel. & Yunck.",1
"Clusia fructiangusta Cuatrec.",1
"Waltheria L.",1
"Piper crassinervium Kunth",1
"Clusia flava Jacq.",1
"Acmella mutisii (Kunth) Cass.",1
"Clusia decussata Ruiz & Pav. ex Planch. & Triana",1
"Clusia cylindrica Hammel",1
"Piper fonteboanum Yunck.",1
"Piper holtii Trel. & Yunck.",1
"Piper iquitosense Trel.",1
"Clitoria coriacea Schery",1
"Piper loretoanum Trel.",1
"Piper macbrideanum Trel.",1
"Warszewiczia cordata Spruce ex K.Schum.",1
"Piper macrorhynchon (Miq.) C.DC.",1
"Piper metanum Trel. & Yunck.",1
"Acmella ciliata (Kunth) Cass.",1
"Clitoria arborescens R.Br.",1
"Clidemia simpsonii Naudin, 1972",1
"Piper sphaeroides C.DC.",1
"Piper subpedale Trel. & Yunck.",1
"Clidemia octona Griseb., 1861",1
"Piper vermiculatum C.DC.",1
"Piptocarpha opaca (Benth.) Baker",1
"Clidemia naevula (Naudin) Triana",1
"Piptocoma discolor (Kunth) Pruski",1
"Piriqueta Aubl.",1
"Clidemia minutiflora (Triana) Cogn.",1
"Pitcairnia uaupensis Baker",1
"Pithecellobium dinizii Ducke",1
"Pithecellobium juruanum Harms",1
"Pithecellobium latifolium (L.) Benth.",1
"Pithecollobium",1
"Clidemia japurensis var. japurensis",1
"Pityrogramma calomelanos var. calomelanos",1
"Plagiochila dominicensis Taylor",1
"Acisanthera P.Browne",1
"Plagiochila macra Taylor",1
"Plagiochila montagnei Nees",1
"Plagiochila patula (Sw.) Lindenb.",1
"Plagiochila wolfii Inoue",1
"Clidemia hirta var. elegans (Aubl.) Griseb.",1
"Clidemia heterophylla Steud., 1844",1
"Plantago goudotiana Decne.",1
"Plantago L.",1
"Plantago major L.",1
"Platycarpum Humb.",1
"Clidemia heteronervis (Naudin) Wurdack",1
"Platymiscium darienense Dwyer",1
"Platymiscium hebestachyum Benth.",1
"Aciotis viscida (Benth.) Freire-Fierro",1
"Plectranthus scutellarioides (L.) R.Br.",1
"Pleonotoma clematis (Kunth) Miers",1
"Pleonotoma exserta A.H.Gentry",1
"Pleonotoma Miers",1
"Clidemia ciliata Pav. ex D.Don",1
"Weigeltia kayapii Lundell",1
"Pleopeltis percussa (Cav.) Hook. & Grev.",1
"Pleroma urvilleanum (DC.) P.J.F.Guim. & Michelang.",1
"Clidemia capitellata var. dependens (D.Don) J.F.Macbr.",1
"Pleuropetalum pleiogynum (Kuntze) Standl.",1
"Pleurothallis fockei Lindl.",1
"Pleurothallis glossopogon Rchb.f.",1
"Pleurothallis lanceana G.Lodd. ex Lindl.",1
"Werauhia gigantea (Mart. ex Schult. & Schult.f.) J.R.Grant",1
"Pleurothallis mentosa Cogn.",1
"Pleurothallis omissa Luer",1
"Pleurothallis picta Lindl.",1
"Pleurothyrium cuneifolium Nees",1
"Pleurothyrium Nees",1
"Clidemia alternifolia Wurdack",1
"Plinia yasuniana M.L.Kawas. & Á.J.Pérez",1
"Plowmanianthus grandifolius subsp. grandifolius",1
"Plukenetia penninervia Müll.Arg.",1
"Plumeria rubra L.",1
"Plumeria Tourn. ex L.",1
"Clibadium trianae (Hieron.) S.F.Blake",1
"Podocarpus magnifolius J.T.Buchholz & N.E.Gray",1
"Poecilanthe amazonica (Ducke) Ducke",1
"Pogonophora schomburgkiana Miers ex Benth.",1
"Clibadium asperum (Aubl.) DC.",1
"Polygala adenophora DC.",1
"Polygala L.",1
"Werauhia J.R.Grant",1
"Polygonanthus punctulatus Kuhlm.",1
"Polygonum acuminatum Kunth",1
"Polygonum L.",1
"Polypodiaceae",1
"Polypodium loriceum L.",1
"Polytaenium Desv.",1
"Clerodendrum L.",1
"Pontederia cordata L.",1
"Cleome virens J.F.Macbr.",1
"Cleome spinosa Jacq.",1
"Poraqueiba Aubl.",1
"Cleome parviflora Kunth",1
"Posoqueria maxima Standl.",1
"Posoqueria panamensis (Walp. & Duchass.) Walp.",1
"Clarisia Ruiz & Pav.",1
"Citrus medica L.",1
"Potalia elegans Struwe & V.A.Albert",1
"Potamium deceptivum Mitt.",1
"Citrullus lanatus (Thunb.) Matsum. & Nakai",1
"Pourouma apiculata Spruce ex Benoist",1
"Citronella sucumbiensis Cuatrec.",1
"Citronella D.Don",1
"Citharexylum poeppigii Walp.",1
"Pourouma garciana Cuatrec.",1
"Cissus pseudosicyoides Croat",1
"Cissus flavifolia Lombardi",1
"Cissus erosa subsp. erosa",1
"Cissus anisophylla Lombardi",1
"Cissampelos pareira L.",1
"Cissampelos laxiflora Moldenke",1
"Cinchona L.",1
"Cinchona barbacoensis H.Karst.",1
"Cinchona amazonica Standl.",1
"Chytroma Miers",1
"Pouteria coriacea (Pierre) Pierre",1
"Pouteria cuspidata subsp. robusta (Mart. & Eichler) T.D.Penn.",1
"Pouteria filipes Eyma",1
"Pouteria franciscana Baehni",1
"Pouteria freitasii T.D.Penn.",1
"Pouteria gomphiifolia (Mart. ex Miq.) Radlk.",1
"Chrysophyllum ucuquirana-branca (Aubrév. & Pellegr.) T.D.Penn.",1
"Pouteria guianensis Griseb.",1
"Chrysophyllum pomiferum (Eyma) T.D.Penn.",1
"Chrysochlamys ulei Engl.",1
"Pouteria orinocoensis (Aubrév.) T.D.Penn.",1
"Chrysochlamys nicaraguensis (Oerst.) Hemsl.",1
"Witheringia solanacea L'Hér.",1
"Pouteria retinervis T.D.Penn.",1
"Chromolaena subscandens (Hieron.) R.King & H.Rob.",1
"Pouteria sapota (Jacq.) H.E.Moore & Stearn",1
"Chromolaena squalida (DC.) R.King & H.Rob.",1
"Chromolaena odorata (L.) R.King & H.Rob.",1
"Pouteria venosa (Mart.) Baehni",1
"Chromolaena DC.",1
"Christianella glandulifera (Cuatrec.) W.R.Anderson",1
"Pradosia decipiens Ducke",1
"Wullschlaegelia calcarata Benth.",1
"Pradosia schomburgkiana subsp. sericea T.D.Penn.",1
"Praxelis asperulacea (Baker) R.King & H.Rob.",1
"Prestoea carderi (W.Bull) Hook.f.",1
"Prestonia cayennensis (A.DC.) Pichon",1
"Prestonia rotundifolia K.Schum. ex Woodson",1
"Prestonia trifida (Poepp.) Woodson",1
"Prestonia vana Woodson",1
"Prestonia vaupesiana Woodson",1
"Prionolejeunea aemula (Gottsche) A.Evans",1
"Pristimera nervosa (Miers) A.C.Sm.",1
"Zygia latifolia var. latifolia",1
"Prosthechea Knowles & Westc.",1
"Chloroleucon mangense (Jacq.) Britton & Rose",1
"Chlorocardium Rohwer, H.G.Richt. & van der Werff",1
"Protium amplum Cuatrec.",1
"Protium angustifolium Swart",1
"Chloris radiata (L.) Sw.",1
"Chionoloma melanostomum (Mitt.) M.Alonso, M.J.Cano & J.A.Jiménez, 2019",1
"Chimarrhis glabriflora Ducke",1
"Chimarrhis barbata (Ducke) Bremek.",1
"Cheilolejeunea trifaria (Reinw., Blume & Nees) Mizut.",1
"Cheilolejeunea clausa (Nees & Mont.) R.M.Schust.",1
"Cheiloclinium serratum (Cambess.) A.C.Sm.",1
"Protium heptaphyllum subsp. heptaphyllum",1
"Protium insigne (Planch. & Triana) Engl.",1
"Protium kleinii Cuatrec.",1
"Cheiloclinium obtusum A.C.Sm.",1
"Cheiloclinium Miers",1
"Protium leptostachyum (Turcz.) Cuatrec.",1
"Cheiloclinium belizense (Standl.) A.C.Sm.",1
"Chaunochiton kappleri (Sagot ex Engl.) Ducke",1
"Chamissoa Kunth",1
"Protium pallidum Cuatrec.",1
"Chamaesyce thymifolia (L.) Millsp.",1
"Protium pilosissimum Engl.",1
"Chamaesyce Gray",1
"Chamaecrista desvauxii var. piptostegia H.S.Irwin & Barneby",1
"Chaetocarpus Thwaites",1
"Cestrum tomentosum L.fil.",1
"Cestrum schulzianum Francey",1
"Cestrum schlechtendalii G.Don",1
"Prunus L.",1
"Pruskortizia dasytricha (Schltr.) Morillo",1
"Pseudelephantopus spicatus (B.Juss. ex Aubl.) C.F.Baker",1
"Pseuderanthemum atropurpureum L.H.Bailey",1
"Cestrum racemosum Ruiz & Pav.",1
"Pseudobombax septenatum (Jacq.) Dugand",1
"Cestrum nocturnum L.",1
"Acidoton Sw.",1
"Cestrum microcalyx Francey",1
"Cestrum megalophyllum Dunal",1
"Cestrum acuminatissimum Dunal",1
"Pseudorhipsalis amazonica subsp. amazonica",1
"Pseudosamanea guachapele (Kunth) Harms",1
"Ceratolejeunea guianensis (Nees & Mont.) Steph.",1
"Pseudoxandra angustifolia Maas",1
"Ceratolejeunea dussiana (Stephani) G.Dauphin",1
"Ceratolejeunea cornuta (Lindenb.) Schiffn.",1
"Ceratolejeunea (Spruce) Schiffn.",1
"Cephalozia (Dumort.) Dumort.",1
"Cephalocarpus Nees",1
"Psidium L.",1
"Psidium maribense Mart. ex DC.",1
"Psittacanthus acinarius (Mart.) Mart.",1
"Psittacanthus corderoi F.González, F.J.Roldán & Pabón-Mora",1
"Centrosema triquetrum (Hoffmanns. ex Benth.) Benth.",1
"Psittacanthus crassifolius (C.Mart. ex Roem. & Schult.f.) G.Don",1
"Centropogon granulosus C.Presl",1
"Centropogon amplicorollinus (E.Wimm.) B.A.Stein",1
"Psittacanthus ophiocephalus Kuijt",1
"Psittacanthus truncatus Kuijt",1
"Psychotria alba Ruiz & Pav.",1
"Psychotria bahiensis var. cornigera (Benth.) Steyerm.",1
"Psychotria berteroana DC.",1
"Psychotria blepharophora (Standl.) Steyerm.",1
"Ceiba samauma (C.Mart. & Zucc.) Schum.",1
"Ceiba pentandra (L.) Gaertn.",1
"Cedrelinga Ducke",1
"Cecropia montana Warb. ex Snethl.",1
"Psychotria capitata subsp. capitata",1
"Psychotria cardiomorpha C.M.Taylor & A.Pool",1
"Psychotria cornigera Benth.",1
"Psychotria cuspidata Bredem. ex Schult.",1
"Psychotria deinocalyx Sandwith",1
"Psychotria flaviflora (K.Krause) C.M.Taylor",1
"Psychotria hispidula Standl. ex Steyerm.",1
"Cayaponia glandulosa (Poepp. & Endl.) Cogn.",1
"Cayaponia coriacea Cogn.",1
"Cayaponia caulobotrys C.Jeffrey",1
"Psychotria hylocharis Standl.",1
"Cayaponia capitata Cogn. ex Harms",1
"Caularthron Raf.",1
"Catharanthus roseus (L.) G.Don",1
"Catasetum microglossum Rolfe",1
"Catasetum longifolium Lindl.",1
"Psychotria lucentifolia (S.F.Blake) Steyerm.",1
"Xilopia Juss., 1789",1
"Psychotria obliquinervia Müll.Arg.",1
"Psychotria officinalis Kuntze, 1891",1
"Cassipourea elliptica (Sw.) Poir.",1
"Cassia spruceana Benth.",1
"Psychotria poeppigiana subsp. barcellana (Müll.Arg.) Steyerm.",1
"Xylophragma pratense (Bureau & Schumann ex Schumann) Sprague",1
"Cassia bacillaris var. benthamiana (J.F.Macbr.) H.S.Irwin & Barneby",1
"Casimirella rupestris (Ducke) R.A.Howard",1
"Psychotria siggersiana Standl.",1
"Psychotria sororiella Müll.Arg.",1
"Psychotria spiciflora Standl.",1
"Psychotria subfusca Müll.Arg.",1
"Psychotria suerrensis Donn.Sm.",1
"Psychotria tenuicaulis K.Krause",1
"Psychotria transiens Wernham",1
"Psychotria trichophora Müll.Arg.",1
"Acianthera Scheidw.",1
"Psychotria venulosa Müll.Arg.",1
"Psygmorchis glossomystax (Rchb.f.) Dodson & Dressler",1
"Pteridium caudatum (L.) Maxon",1
"Pteris consanguinea Mett. ex Kuhn",1
"Pteris polita Link",1
"Caryophyllaceae",1
"Caryodaphnopsis tomentosa van der Werff",1
"Caryocar nuciferum L.",1
"Carpotroche surinamensis Uittien",1
"Pterodon Vogel",1
"Pterogastra divaricata var. divaricata",1
"Pteropepon deltoideus Cogn.",1
"Pterygota amazonica L.O.Williams",1
"Ptychopetalum olacoides Benth.",1
"Pulchranthus V.M.Baum, Reveal & Nowicke",1
"Pyrostegia venusta (Ker Gawl.) Miers",1
"Carica L.",1
"Cardiospermum L.",1
"Cardiospermum halicacabum var. microcarpum (Kunth) Blume",1
"Carapichea cardenasiana C.M.Taylor",1
"Carapichea adinantha (Standl.) C.M.Taylor",1
"Quararibea glandifera (Planch. & Triana) Vischer",1
"Carapa Aubl.",1
"Quararibea intricata Robyns & Nilsson",1
"Quararibea obliquifolia (Standl.) Standl.",1
"Caraipa savannarum Kubitzki",1
"Quiina grandifolia Mildbr.",1
"Caraipa colombiana Ewan",1
"Quiina peruviana Engl.",1
"Quiina pteridophylla (Radlk.) Pires",1
"Quiina wurdackii Pires",1
"Capsicum annuum var. annuum",1
"Randia tessmannii Standl.",1
"Capparidastrum Hutch.",1
"Rapatea spruceana Körn.",1
"Capirona leiophloea Benoist",1
"Raputia Aubl.",1
"Raputia hirsuta (Gereau) Kallunki",1
"Achimenes Pers.",1
"Recordoxylon pulcherrimum Barneby",1
"Remijia megistocaula K.Krause",1
"Caperonia A.St.-Hil.",1
"Acalypha mapirensis Pax",1
"Cananga odorata (Lam.) Hook.f. & Thomson",1
"Campylopus sprucei Mitt.",1
"Acalypha macrostachya Jacq.",1
"Campylopus edithae Brotherus, 1912",1
"Retiniphyllum martianum Müll.Arg.",1
"Rhabdadenia madida (Vell.) Miers",1
"Rhamnaceae",1
"Rheedia brasiliensis (C.Mart.) Planch. & Triana",1
"Rheedia longifolia Planch. & Triana",1
"Rhipsalis Gaertn.",1
"Campsiandra laurifolia Benth.",1
"Campsiandra gomez-alvareziana Stergios",1
"Xylopia frutescens Aubl.",1
"Rhodostemonodaphne grandis (Mez) Rohwer",1
"Campomanesia lineatifolia Ruiz & Pav.",1
"Rhynchospora amazonica Poepp. ex Kunth",1
"Rhynchospora capitata (Kunth) Roem. & Schult.",1
"Camaridium micranthum M.A.Blanco",1
"Rhynchospora igarapicola T.Koyama",1
"Rhynchospora subplumosa C.B.Clarke",1
"Calyptrogyne ghiesbreghtiana (Linden & H.Wendl.) H.Wendl.",1
"Calyptrocarya irwiniana T.Koyama",1
"Calyptrion volubile (L.B.Sm. & A.Fernández) Paula-Souza",1
"Calyptrion Ging.",1
"Rinorea guianensis Aubl.",1
"Calyptranthes paniculata Ruiz & Pav.",1
"Rodriguezia Ruiz & Pav.",1
"Rollinia A.St.-Hil.",1
"Rollinia insignis R.E.Fr.",1
"Calypogeia densifolia (Steph.) Steph.",1
"Calymperes rubiginosum W.D.Reese, 1975",1
"Roucheria schomburgkii Planch.",1
"Rourea accrescens Forero",1
"Calymperaceae",1
"Rourea amazonica Huber",1
"Calycorectes O.Berg",1
"Calycolpus goetheanus (Mart. ex DC.) O.Berg",1
"Calycobolus Willd. ex Schult.",1
"Rourea neglecta var. brevipes Forero",1
"Rourea puberula Baker",1
"Calopogonium caeruleum (Benth.) C.Wright",1
"Calophyllum pachyphyllum Planch. & Triana",1
"Rudgea crassipetiolata Zappi",1
"Callicostella mosenii Brotherus, 1907",1
"Rudgea japurensis Müll.Arg.",1
"Callicarpa acuminata Kunth",1
"Calliandra pittieri Standl.",1
"Rudgea sclerocalyx (Müll.Arg.) Zappi",1
"Calliandra laxa var. stipulacea (Benth.) Barneby",1
"Rudgea woronovii Standl.",1
"Ruellia blechum L.",1
"Ruellia proxima Lindau",1
"Ruellia tubiflora Kunth",1
"Rugoloa pilosa (Sw.) Zuloaga",1
"Calea L.",1
"Ruizodendron R.E.Fr.",1
"Calceolaria perfoliata L.fil.",1
"Ruprechtia brachystachya Benth.",1
"Ruprechtia C.A.Mey.",1
"Calatola costaricensis Standl.",1
"Ruptiliocarpon Hammel & N.Zamora",1
"Rustia thibaudioides (H.Karst.) Delprete",1
"Calatola columbiana Sleumer",1
"Ryania spruceana Monach.",1
"Calathea roseopicta (Linden ex Lem.) Regel",1
"Sabicea calophylla Aspl.",1
"Sabicea villosa var. sellowii (Wernham) Steyerm.",1
"Calathea neblinensis H.Kenn.",1
"Calathea microcephala (Poepp. & Endl.) Körn.",1
"Calathea lutea (Aubl.) E.Mey. ex Schult.",1
"Sacoglottis perryi K.Wurdack & Zartman",1
"Salacia acevedoi Lombardi",1
"Salacia cauliflora A.C.Sm.",1
"Calathea enclitica J.F.Macbr.",1
"Calathea crotalifera S.Watson",1
"Salacia juruana Loes.",1
"Salacia multiflora subsp. multiflora",1
"Salacia petenensis Lundell",1
"Salacia ulei Loes.",1
"Salacia viridiramis Lombardi",1
"Salix chilensis Molina",1
"Cactaceae",1
"Sanchezia lutea Leonard",1
"Sanchezia parviflora Leonard",1
"Sanchezia pennellii Leonard",1
"Sanchezia tarapotensis Leonard & L.B.Sm.",1
"Sanchezia tigrina Leonard",1
"Cabralea A.Juss.",1
"Sapindus saponaria L.",1
"Byttneria uaupensis Spruce ex K.Schum.",1
"Byttneria stenophylla Cristóbal",1
"Sapium jenmannii Hemsl.",1
"Byttneria attenuatifolia Cristóbal",1
"Sarcopera anomala (Kunth) Bedell",1
"Sarcopera Bedell",1
"Acacia huberi Ducke",1
"Sauvagesia guianensis subsp. araracuarensis (Sastre) Steyerm.",1
"Saxofridericia inermis Ducke",1
"Scaphyglottis prolifera (R.Br.) Cogn.",1
"Scheelea attaleoides H.Karst.",1
"Scheelea insignis (Mart.) H.Karst.",1
"Schefflera morototoni (Aubl.) Maguire, Steyerm. & Frodin",1
"Schefflera sprucei (Seem.) Harms",1
"Schiekia orinocensis (Kunth) Meisn.",1
"Schistostemon (Urb.) Cuatrec.",1
"Schistostemon oblongifolium (Benth.) Cuatrec.",1
"Byrsonima stipulacea A.Juss.",1
"Schizaea germanii (Fée) Prantl",1
"Schizaea sprucei Hook. ex Baker",1
"Schizaea stricta Lellinger",1
"Schizocalyx bracteosa Wedd.",1
"Schizophyllum Nutt.",1
"Byrsonima macrostachya W.R.Anderson",1
"Schlegelia roseiflora Ducke",1
"Schlegelia spruceana K.Schum.",1
"Byrsonima japurensis subsp. silvatica Cuatrec.",1
"Acacallis cyanea Lindl.",1
"Schoenobiblus Mart. & Zucc.",1
"Byrsonima fernandezii Cuatrec.",1
"Schoenocephalium martianum Seub.",1
"Schomburghia DC.",1
"Schomburgkia gloriosa Rchb.f.",1
"Schomburgkia Lindl.",1
"Schultesianthus leucanthus (Donn.Sm.) Hunz.",1
"Schusterolejeunea inundata (Spruce) Grolle",1
"Schwenckia grandiflora Benth.",1
"Sciadotenia brachypoda Diels",1
"Sciadotenia duckei Moldenke",1
"Sciadotenia ramiflora Eichler",1
"Byrsonima crassifolia (L.) Kunth",1
"Scleria comosa (Nees) Steud.",1
"Scleria cyperina Kunth",1
"Scleria flagellum Griseb.",1
"Scleria huberi C.B.Clarke",1
"Scleria macrogyne C.B.Clarke",1
"Scleria macrophylla J.Presl & C.Presl",1
"Burmannia dasyantha Mart.",1
"Scleria mitis P.J.Bergius",1
"Burdachia sphaerocarpa A.Juss.",1
"Scleria parallella C.B.Clarke",1
"Scleria vaginata Steud.",1
"Scleria verticillata Muhl. ex Willd.",1
"Burdachia prismatocarpa Mart. ex A.Juss.",1
"Bunchosia Rich. ex Juss.",1
"Bulbostylis tenuifolia (Rudge) J.F.Macbr.",1
"Scutellaria agrestis A.St.-Hil. ex Benth.",1
"Bulbostylis juncoides (Vahl) Kük. ex Osten",1
"Secondatia A.DC.",1
"Securidaca bialata Benth.",1
"Bulbostylis junciformis (Kunth) C.B.Clarke",1
"Securidaca rivinaefolia A.St.-Hil. & Moq.",1
"Securinega congesta (Benth. ex Müll.Arg.) Müll.Arg.",1
"Seguieria aculeata Jacq.",1
"Bulbophyllum setigerum Lindl.",1
"Selaginella arthritica Alston",1
"Selaginella cladorrhizans A.Braun",1
"Buchenavia oxycarpa C.Mart. ex Eichler",1
"Brunfelsia chiricaspi Plowman",1
"Selaginella schultesii Alston ex Crabbe & Jermy",1
"Brownea similis R.S.Cowan",1
"Selenicereus wittii (Schum.) G.D.Rowley",1
"Semaphyllanthe megistocaula (K.Krause) L.Andersson",1
"Sematophyllaceae",1
"Senefeldera karsteniana Pax & K.Hoffm.",1
"Xylosma spiculiferum (Tul.) Triana & Planch.",1
"Senefeldera verticillata (Vell.) Croizat",1
"Browallia L.",1
"Senegalia huberi (Ducke) Seigler & Ebinger",1
"Senegalia riparia (Kunth) Britton & Rose",1
"Senna fruticosa (Mill.) H.S.Irwin & Barneby",1
"Abuta splendida Krukoff & Moldenke",1
"Senna occidentalis (L.) Link",1
"Senna pendula var. tenuifolia (Benth.) H.S.Irwin & Barneby",1
"Senna racemosa (Mill.) H.S.Irwin & Barneby",1
"Senna ruiziana var. ruiziana",1
"Senna silvestris subsp. silvestris",1
"Septotheca tessmannii Ulbr.",1
"Serjania communis Cambess.",1
"Serjania inscripta Radlk.",1
"Bronwenia wurdackii (B.Gates) W.R.Anderson & C.Davis",1
"Serjania oblongifolia Radlk.",1
"Serjania pyramidata Radlk.",1
"Serjania trachygona Radlk.",1
"Serpocaulon A.R.Sm.",1
"Bromelia balansae Mez",1
"Serpocaulon levigatum (Cav.) A.R.Sm.",1
"Serpocaulon loriceum (L.) A.R.Sm.",1
"Serpocaulon loriciforme (Rosenst.) A.R.Sm.",1
"Serpocaulon richardii (Klotzsch) A.R.Sm.",1
"Sesamum indicum L.",1
"Xyridaceae",1
"SH0934917.09FU",1
"SH0934920.09FU",1
"SH0934923.09FU",1
"SH0934939.09FU",1
"SH0934948.09FU",1
"SH0934950.09FU",1
"Bredemeyera floribunda Willd.",1
"Brachypterum scandens (Roxb.) Miq.",1
"Bothriospora Hook.f.",1
"Xyris arachnoidea Maguire & L.B.Sm.",1
"SH1059332.09FU",1
"Borreria prostrata (Aubl.) Miq.",1
"SH1111612.09FU",1
"Borreria laevis (Lam.) Griseb.",1
"Xyris araracuarae Maguire & L.B.Sm.",1
"Abuta panurensis Eichler",1
"SH1119689.09FU",1
"SH1145183.09FU",1
"SH1162168.09FU",1
"Borojoa sorbilis (Huber ex Ducke) Cuatrec.",1
"SH1189719.09FU",1
"SH1207033.09FU",1
"SH1207062.09FU",1
"SH1207063.09FU",1
"Bognera recondita (Madison) Mayo & Nicolson",1
"Boehmeria Jacq.",1
"Blepharodon ulei Schltr.",1
"Blepharodon pictum (Vahl) W.D.Stevens",1
"Blechnum L.",1
"Blechnaceae",1
"SH1270014.09FU",1
"Blakea P.Browne",1
"SH1287922.09FU",1
"Bixa platycarpa Ruiz & Pav. ex G.Don",1
"Biophytum dormiens (Mart. ex Zucc.) R.Knuth",1
"SH1329991.09FU",1
"Sicydium diffusum Cogn.",1
"Sida acuta Burm.fil.",1
"Sida glomerata Cav.",1
"Xyris jupicai Rich.",1
"Biophytum calophyllum (Progel) Guillaumin",1
"Biophytum amazonicum Knuth",1
"Simaba multiflora A.Juss.",1
"Billbergia formosa Ule",1
"Simarouba Aubl.",1
"Bignonia prieurei DC.",1
"Simira erythroxylon (Willd.) Bremek.",1
"Simira wurdackii Steyerm.",1
"Xyris laxifolia Mart.",1
"Sipanea pratensis Aubl.",1
"Abolboda pulchella Bonpl.",1
"Sipaneopsis Steyerm.",1
"Bidens pilosa L.",1
"Bia fallax (Müll.Arg.) G.L.Webster",1
"Besleria solanoides Kunth",1
"Besleria saxicola C.V.Morton",1
"Besleria leucostoma (Hook.) Hanst.",1
"Bellucia arborescens (Aubl.) Baill.",1
"Xyris mima L.B.Sm. & Downs",1
"Siphanthera Pohl",1
"Siphanthera subtilis Pohl ex DC.",1
"Siphanthera vaupesana Wurdack",1
"Beilschmiedia brasiliensis (Kosterm.) Kosterm.",1
"Xyris paraensis Poepp. ex Kunth",1
"Begonia fischeri Schrank",1
"Sloanea kuhlmannii Ducke",1
"Becquerelia tuberculata (Boeckeler) H.Pfeiff.",1
"Abolboda macrostachya Spruce ex Malme",1
"Sloanea laurifolia (Benth.) Benth.",1
"Sloanea macrophylla Spruce ex Benth.",1
"Bazzania phyllobola Spruce",1
"Sloanea spathulata C.E.Sm.",1
"Bazzania gracilis (Hampe & Gottsche) Steph.",1
"Sloanea terniflora (Moc. & Sessé ex DC.) Standl.",1
"Bazzania falcata (Lindenb.) Trevis.",1
"Sloanea zuliaensis Pittier",1
"Smilax febrifuga Kunth",1
"Xyris terrestris Idrobo & L.B.Sm.",1
"Smilax ruiziana Kunth",1
"Smilax saulensis J.D.Mitch.",1
"Xyris trachysperma Kral & Duiv.",1
"Bazzania chimborazensis Spruce",1
"Bazzania breuteliana Trevis.",1
"Bauhinia tarapotensis Benth.",1
"Bauhinia outimouta Aubl.",1
"Solanum anisophyllum Van Heurck & Müll.Arg.",1
"Solanum arboreum Humb. & Bonpl. ex Dunal",1
"Bauhinia guianensis var. guianensis",1
"Solanum calidum Bohs",1
"Solanum endopogon (Bitter) Bohs",1
"Solanum grandiflorum Ruiz & Pav.",1
"Bauhinia corniculata Benth.",1
"Solanum lanceifolium Jacq.",1
"Bauhinia brachycalyx Ducke",1
"Solanum mammosum L.",1
"Solanum mite Ruiz & Pav.",1
"Solanum monachophyllum Humb. & Bonpl. ex Dunal",1
"Solanum nigrescens M.Martens & Galeotti",1
"Bauhinia arborea Wunderlin",1
"Bauhinia accrescens Killip & J.F.Macbr.",1
"Bathysa bracteosa (Wedd.) Delprete",1
"Solanum pensile Sendtn.",1
"Solanum pycnanthemum Mart.",1
"Solanum schlechtendalianum Walp.",1
"Solanum sessile Ruiz & Pav.",1
"Solanum sessiliflorum var. sessiliflorum",1
"Solanum sieberi Van Heurck & Müll.Arg.",1
"Solanum stellatiglandulosum Bitter",1
"Solanum tuberosum L.",1
"Solanum vanheurckii Müll.Arg.",1
"Solanum yanamonense S.Knapp",1
"Solenostemon Thonn.",1
"Banisteriopsis erianthera (A.Juss.) B.Gates",1
"Sommera Schltdl.",1
"Sorghum Moench",1
"Soridium spruceanum Miers",1
"Sorocea duckei W.C.Burger",1
"Banara guianensis Aubl.",1
"Abolboda Bonpl.",1
"Sorocea muriculata subsp. uaupensis (Baill.) C.C.Berg",1
"Sorocea opima J.F.Macbr.",1
"Bambusa tessmannii (Pilg.) McClure",1
"Bactris sphaerocarpa Trail",1
"Bactris elegans Schaedtler",1
"Sparattanthelium glabrum Rusby",1
"Sparattanthelium Mart.",1
"Spathicalyx duckei (A.Samp.) A.H.Gentry",1
"Bactris concinna var. inundata Spruce",1
