"scientific","rec_gbif"
"Annona neoinsignis H.Rainer",4
"Abarema jupunba var. jupunba",4
"Maytenus amazonica Mart. ex Ressek",4
"Couepia dolichopoda Prance",4
"Couepia edulis (Prance) Prance",4
"Lagerstroemia indica L.",4
"Myrcia paivae O.Berg",4
"Ixora rufa Müll.Arg.",4
"Tapura Aubl.",4
"Goeppertia propinqua (Poepp. & Endl.) Borchs. & S.Suárez",4
"Geogenanthus ciliatus G.Brückn.",4
"Talisia nervosa Radlk.",4
"Potalia yanamonoensis Struwe & V.A.Albert",4
"Ilex guianensis (Aubl.) Kuntze",4
"Ludwigia leptocarpa (Nutt.) Hara",4
"Distictis occidentalis A.H.Gentry",4
"Pouteria latianthera T.D.Penn.",4
"Echinochloa polystachya (Kunth) Hitchc.",4
"Macrolobium discolor var. egranulosum R.S.Cowan",4
"Passiflora holtii Killip",4
"Myrciaria floribunda (West ex Willd.) O.Berg",4
"Quararibea lomensis Cuatrec.",4
"Maxillaria parkeri Hook.",4
"Passiflora candollei Triana & Planch.",4
"Dicranostyles globostigma D.F.Austin",4
"Anthurium galactospadix Croat",4
"Caraipa myrcioides Ducke",4
"Faboidea Bowerbank, 1840",4
"Quiina blackii Pires",4
"Quiina cruegeriana Griseb.",4
"Plukenetia L.",4
"Tachigali reticulosa (Dwyer) Zarucchi & Herend.",4
"Hyptis brevipes Poit.",4
"Groutiella obtusa Florschütz, 1964",4
"Ficus mathewsii (Miq.) Miq.",4
"Guarea rhopalocarpa Radlk.",4
"Anthurium tikunorum R.E.Schult.",4
"Piper bartlingianum (Miq.) C.DC.",4
"Zygia dinizii (Ducke) D.A.Neill, G.P.Lewis & Klitg.",4
"Ectropothecium leptochaeton W.R.Buck, 1983",4
"Dicranostyles densa Spruce ex Meisn.",4
"Couepia trapezioana Cuatrec.",4
"Randia altiscandens (Ducke) C.M.Taylor",4
"Tachigali hypoleuca (Benth.) Zarucchi & Herend.",4
"Hymenolobium Benth.",4
"Fridericia fanshawei (Sandwith) L.G.Lohmann",4
"Couepia ulei Pilg.",4
"Tachigali acrensis van der Werff",4
"Capparidastrum solum (J.F.Macbr.) Cornejo & Iltis",4
"Aphelandra crispata Leonard",4
"Couma utilis (Mart.) Müll.Arg.",4
"Tabernaemontana markgrafiana Macbride",4
"Plowmanianthus grandifolius Faden & C.R.Hardy",4
"Xanthosoma hylaeae Engl. & K.Krause",4
"Matisia soegengii Cuatrec.",4
"Rapatea spectabilis Pilg.",4
"Tabebuia rosea (Bertol.) DC.",4
"Adenocalymma bracteosum (DC.) L.G.Lohmann",4
"Tabebuia insignis var. monophylla Sandwith",4
"Aptandra Miers",4
"Guatteria ferruginea A.St.-Hil.",4
"Guatteria inundata Mart.",4
"Arachniopsis diacantha Howe",4
"Chusquea Kunth",4
"Syrrhopodon incompletus var. luridus (Paris & Broth.) Florsch.",4
"Syrrhopodon hornschuchii Martius, 1840",4
"Syrrhopodon helicophyllus Mitten, 1869",4
"Parinari rodolphii Huber",4
"Syrrhopodon cryptocarpos Dozy & Molk., 1854",4
"Cheiloclinium hippocrateoides (Peyr.) A.C.Sm.",4
"Parinari occidentalis Prance",4
"Syngonium Schott",4
"Caperonia castaneifolia (L.) A.St.-Hil.",4
"Matisia lecythicarpa Ducke",4
"Coussapoa nitida Miq.",4
"Clusia microstemon Planch. & Triana",4
"Coussarea albescens (DC.) Müll.Arg.",4
"Eschweilera pedicellata (Rich.) S.A.Mori",4
"Syngonanthus umbellatus (Lam.) Ruhland",4
"Pouteria oblanceolata Pires",4
"Remijia roraimae (Benth.) K.Schum.",4
"Remijia ulei K.Krause",4
"Archilejeunea fuscescens (Hampe ex Lehm.) Fulford",4
"Plinia duplipilosa Mc Vaugh",4
"Aechmea servitensis André",4
"Guatteria longicuspis R.E.Fr.",4
"Campylosiphon purpurascens Benth.",4
"Xylopia emarginata Mart.",4
"Swartzia trianae Benth.",4
"Humiriastrum excelsum (Ducke) Cuatrec.",4
"Campylopus savannarum Mitten, 1869",4
"Macrolobium pittieri (Rose) Schery",4
"Retiniphyllum chloranthum Ducke",4
"Pleurothyrium parviflorum Ducke",4
"Pilea imparifolia Wedd.",4
"Ficus piresiana Vázq.Avila & C.C.Berg",4
"Huertea glandulosa Ruiz & Pav.",4
"Aristolochia guentheri O.Schmidt",4
"Guatteria pteropus Benth.",4
"Aristolochia iquitensis O.Schmidt",4
"Voyria Aubl.",4
"Picramnia nuriensis Steyerm.",4
"Naucleopsis ulei subsp. ulei",4
"Rheedia L.",4
"Erythroxylum mucronatum Benth.",4
"Monotagma secundum (Petersen) K.Schum.",4
"Coussarea leptophragma Müll.Arg.",4
"Nautilocalyx cordatus (Gleason) L.E.Skog",4
"Arrabidaea affinis A.H.Gentry",4
"Swartzia amplifolia Harms",4
"Styrax macrophyllus Schott ex Pohl",4
"Rhodospatha latifolia Poepp.",4
"Pleurothyrium panurense (Meisn.) Mez & C.K.Allen",4
"Styrax L.",4
"Stylogyne ardisioides (Kunth) Mez",4
"Arundina graminifolia (D.Don) Hochr.",4
"Strychnos solerederi Gilg",4
"Miconia grandifolia Ule",4
"Monotagma tomentosum K.Schum. ex Loes.",4
"Rhodostemonodaphne praeclara (Sandwith) Madriñán",4
"Aspidogyne foliosa (Poepp. & Endl.) Garay",4
"Aspidosperma capitatum L.O.Williams",4
"Pleurothyrium Nees ex Lindl.",4
"Matayba macrostylis Radlk.",4
"Vismia angusta Miq.",4
"Aspidosperma myristicifolium (Markgr.) Woodson",4
"Guazuma ulmifolia Lam.",4
"Strychnos jobertiana Baill.",4
"Inga rubiginosa (Rich.) DC.",4
"Leucomium lignicola Spruce ex Mitt.",4
"Asplenium L.",4
"Cestrum tubulosum Sendtn.",4
"Asplenium stuebelianum Hieron.",4
"Rhynchospora planifolia (T.Koyama) W.W.Thomas",4
"Crotalaria nitens Kunth",4
"Asplundia peruviana Harling",4
"Stictolejeunea squamata (Willd.) Schiffn.",4
"Sticherus remotus (Kaulf.) Chrysler",4
"Lacunaria crenata (Tul.) A.C.Sm.",4
"Hirtella brachystachya Spruce ex Hook.fil.",4
"Sticherus longipinnatus (Hook.) Ching",4
"Hiraea Jacq.",4
"Sterigmapetalum Kuhlm.",4
"Palicourea punicea (Ruiz & Pav.) DC.",4
"Macropsychanthus comosus (G.Mey.) L.P.Queiroz & Snak",4
"Lacunaria jenmanii subsp. jenmanii",4
"Nectandra acuminata (Nees & Mart.) J.F.Macbr.",4
"Elaphoglossum apodum (Kaulf.) Schott",4
"Attalea Kunth",4
"Palicourea paulina (Standl.) C.M.Taylor",4
"Averrhoa carambola L.",4
"Zanthoxylum compactum (Huber ex Albuq.) Waterman",4
"Faramea juruana K.Krause",4
"Diplopterys erianthera (A.Juss.) W.R.Anderson & C.Davis",4
"Calyptranthes lanceolata O.Berg",4
"Ludwigia helminthorrhiza (Mart.) Hara",4
"Axonopus laxiflorus (Trin.) Chase",4
"Stephostachys mertensii (Roth) Zuloaga & Morrone",4
"Phyllanthus attenuatus Miq.",4
"Axonopus P.Beauv.",4
"Inga psittacorum L.Uribe",4
"Croton spiraeifolius Jabl.",4
"Coccoloba lehmannii Lindau",4
"Pleurothallis miqueliana (H.Focke) Lindl.",4
"Coccoloba marginata Benth.",4
"Crudia oblonga Benth.",4
"Guzmania calothyrsus Mez",4
"Marsypianthes chamaedrys (Vahl) Kuntze",4
"Spondias dulcis Parkinson",4
"Cryptolophocolea martiana (Nees) L.Söderstr., Crand.-Stotl. & Stotler",4
"Spiranthera parviflora Sandwith",4
"Goeppertia allouia (Aubl.) Borchs. & S.Suárez",4
"Lueheopsis althaeiflora (Spruce ex Benth.) Burret",3
"Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.",3
"Pouteria ephedrantha (A.C.Sm.) T.D.Penn.",3
"Chrysothemis pulchella (Donn.Sm. ex Sims) Decne.",3
"Chrysophyllum venezuelanense (Pierre) T.D.Penn.",3
"Mikania parviflora (Aubl.) H.Karst.",3
"Fridericia spicata (Bureau & K.Schum.) L.G.Lohmann",3
"Chrysophyllum cuneifolium (Rudge) A.DC.",3
"Chrysophyllum argenteum subsp. auratum (Miq.) T.D.Penn.",3
"Lunania parviflora Spruce ex Benth.",3
"Mimosa guilandinae (DC.) Barneby",3
"Irlbachia alata (Aubl.) Maas",3
"Pouteria torta subsp. glabra T.D.Penn.",3
"Christensonella uncata (Lindl.) Szlach., Mytnik, Górniak & Smiszek",3
"Pradosia cochlearia (Lecomte) T.D.Penn.",3
"Pradosia schomburgkiana (A.DC.) Cronquist",3
"Chomelia barbellata Standl.",3
"Mimosaceae",3
"Minquartia Aubl.",3
"Diospyros micrantha Sandwith",3
"Lacmellea aculeata (Ducke) Monach.",3
"Fridericia japurensis (DC.) L.G.Lohmann",3
"Mollinedia Ruiz & Pav.",3
"Fridericia florida (DC.) L.G.Lohmann",3
"Chelyocarpus repens F.Kahn & K.Mejia",3
"Chelonanthus purpurascens (Aubl.) Struwe, Nilsson & Albert",3
"Chelonanthus angustifolius (Kunth) Gilg",3
"Protium divaricatum subsp. divaricatum",3
"Protium divaricatum subsp. krukoffii (Swart) Daly",3
"Protium fimbriatum Swart",3
"Fridericia cinnamomea (DC.) L.G.Lohmann",3
"Eugenia muricata DC.",3
"Fridericia chica (Bonpl.) L.G.Lohmann",3
"Protium llanorum Cuatrec.",3
"Aciotis indecora (Bonpl.) Triana",3
"Dioscorea amazonum Mart. ex Griseb.",3
"Eugenia gongylocarpa M.L.Kawas. & B.Holst",3
"Chamaecostus fragilis (Maas) C.D.Specht & D.W.Stev.",3
"Monstera adansonii var. laniata (Schott) Madison",3
"Pseudelephantopus spicatus (Juss. ex Aubl.) Rohr",3
"Pseuderanthemum Radlk.",3
"Dioclea macrantha Huber",3
"Macairea rufescens DC.",3
"Gonzalagunia Ruiz & Pav.",3
"Cestrum alternifolium (Jacq.) O.E.Schulz",3
"Cespedesia Goudot",3
"Ceratopteris pteridoides (Hook.) Hieron.",3
"Pseudopiptadenia suaveolens (Miq.) J.W.Grimes",3
"Pseudorhipsalis amazonica (K.Schum.) Ralf Bauer",3
"Monteverdia amazonica (Mart. ex Reissek) Biral",3
"Vismia baccifera (L.) Triana & Planch.",3
"Dioclea bicolor Hoffmanns. ex Benth.",3
"Aechmea brevicollis L.B.Sm.",3
"Psidium guineense Sw.",3
"Moquilea longipedicellata (Ducke) Sothers & Prance",3
"Moquilea subarachnophylla (Cuatrec.) Sothers & Prance",3
"Psittacanthus cupulifer (Kunth) Blume",3
"Xerorchis amazonica Schltr.",3
"Mouriri grandiflora subsp. puberula Morley",3
"Digitaria insularis (L.) Fedde",3
"Mouriri oligantha Pilg.",3
"Dieffenbachia smithii Croat",3
"Psychotria dolichophylla (Standl.) C.M.Taylor",3
"Cayaponia ophthalmica R.E.Schult.",3
"Laetia Loefl. ex L.",3
"Dieffenbachia schultesii Croat",3
"Machaerium madeirense Pittier",3
"Moutabea longifolia Poepp. & Endl.",3
"Dieffenbachia cannifolia Engl.",3
"Mucuna argentea T.M.Moura, G.P.Lewis & A.M.G.Azevedo",3
"Eugenia atrosquamata McVaugh",3
"Psychotria microbotrys Ruiz ex Standl.",3
"Mucuna urens (L.) DC.",3
"Psychotria oinochrophylla (Standl.) C.M.Taylor",3
"Psychotria podocephala (Müll.Arg.) Standl.",3
"Xylolejeunea crenata (Nees & Mont.) Xiao L.He & Grolle",3
"Psychotria racemosa Willd., 1798",3
"Musa velutina H.Wendl. & Drude",3
"Mussaenda erythrophylla Schumach. & Thonn.",3
"Casearia decandra Jacq.",3
"Didymocistus Kuhlm.",3
"Psychotria viridis Ruiz & Pav.",3
"Gloeospermum longifolium Hekking",3
"Pteris cretica L.",3
"Myrcia dichasialis McVaugh",3
"Myrcia glaucocarpa Parra-Os.",3
"Dicranostyles laxa Ducke",3
"Cardiospermum halicacabum L.",3
"Quapoya Aubl.",3
"Carapichea verrucosa C.M.Taylor",3
"Etlingera elatior (Jack) R.M.Sm.",3
"Myrcia sylvatica (G.Mey.) DC.",3
"Caraipa longipedicellata Steyerm.",3
"Caraipa llanorum Cuatrec.",3
"Quiina juruana Ule",3
"Xylopia barbata Mart.",3
"Myrmidone Mart.",3
"Myrosma cannifolia L.f.",3
"Inga multijuga Benth.",3
"Randia hondensis H.Karst.",3
"Capparis detonsa Triana & Planch.",3
"Macrolobium huberianum Ducke",3
"Capparaceae",3
"Capirona Spruce",3
"Raputia heptaphylla Pittier",3
"Naucleopsis glabra Spruce ex Baillon",3
"Capirona decorticans Spruce",3
"Raveniopsis Gleason",3
"Remijia marahuacensis Steyerm.",3
"Remijia peruviana Standl.",3
"Canavalia ensiformis (L.) DC.",3
"Diclidanthera octandra Gleason",3
"Gouania polygama (Jacq.) Urb.",3
"Dichorisandra villosula Mart.",3
"Retiniphyllum francoanum Cortés-Ballén",3
"Retiniphyllum rhabdocalyx Müll.Arg.",3
"Campyloneurum C.Presl",3
"Inga dumosa Benth.",3
"Campyloneurum angustifolium (Sw.) Fée",3
"Rhodospatha oblongata Poepp.",3
"Campsiandra chigo-montero Stergios",3
"Rhodostemonodaphne licanioides (A.C.Sm.) Madriñán",3
"Camaridium ochroleucum Lindl.",3
"Navia acaulis Mart. ex Schult. & Schult.f.",3
"Navia caulescens Mart. ex Schult. & Schult.f.",3
"Navia ebracteata Betancur & M.V.Arbeláez",3
"Navia Schult. & Schult.f.",3
"Calyptrocarya poeppigiana Kunth",3
"Calyptrocarya Nees",3
"Dichaea trulla Rchb.f.",3
"Calyptranthes speciosa var. gigantifolia (McVaugh) McVaugh",3
"Calyptranthes macrophylla O.Berg",3
"Rinorea pubiflora var. pubiflora",3
"Calyptranthes glandulosa M.L.Kawas. & B.Holst",3
"Rolandra fruticosa (L.) Kuntze",3
"Adiantum paraense Hieron.",3
"Rollinia mucosa (Jacq.) Baill.",3
"Ronabea latifolia Aubl.",3
"Macropsychanthus ucayalinus (Harms) L.P.Queiroz & Snak",3
"Roucheria punctata (Ducke) Ducke",3
"Roupala montana Aubl.",3
"Virola cuspidata (Benth.) Warb.",3
"Calopogonium Desv.",3
"Rourea cuspidata var. pedicellata Baker",3
"Macrosamanea Britton & Rose",3
"Rourea sprucei Schellenb.",3
"Rudgea cornifolia (Kunth) Standl.",3
"Rudgea crassiloba (Benth.) B.L.Rob.",3
"Desmoncus vacivus L.H.Bailey",3
"Xylopia ligustrifolia Humb. & Bonpl. ex Dunal",3
"Rudgea hostmanniana Benth.",3
"Macrosamanea pubiramea (Steud.) Barneby & J.W.Grimes",3
"Calliandra trinervia var. trinervia",3
"Calliandra surinamensis Benth.",3
"Calliandra purpurea (L.) Benth.",3
"Rudgea sessiliflora Standl.",3
"Calliandra guildingii Benth.",3
"Rudolfiella aurantiaca (Lindl.) Hoehne",3
"Erythroxylum coca var. ipadu Plowman",3
"Calliandra angustifolia Spruce ex Benth.",3
"Calea tolimana Hieron.",3
"Ruellia thyrsostachya Lindau",3
"Rugoloa polygonata (Schrad.) Zuloaga",3
"Neodillenia coussapoana Aymard",3
"Desmoncus intermedius Mart. ex H.Wendl.",3
"Neoraputia paraensis (Ducke) Emmerich ex Kallunki",3
"Calatola",3
"Rytidostylis Hook. & Arn.",3
"Sabiaceae",3
"Sabicea Aubl.",3
"Sabicea panamensis var. panamensis",3
"Sabicea panamensis Wernham",3
"Sabicea villosa var. adpressa (Wernham) Standl.",3
"Acacia Mill.",3
"Nephrolepis biserrata (Sw.) Schott",3
"Maieta guianensis var. guianensis",3
"Salacia insignis A.C.Sm.",3
"Calathea attenuata H.Kenn.",3
"Caladium palaciosii Croat & L.P.Hannon",3
"Neptunia oleracea Lour.",3
"Niedenzuella poeppigiana (A.Juss.) W.R.Anderson",3
"Salpichlaena thalassica Grayum & R.C.Moran",3
"Salvinia sprucei Kuhn",3
"Sanchezia macrocnemis (Nees) Wassh.",3
"Sanchezia peruviana (Nees) Rusby",3
"Sanchezia Ruiz & Pav.",3
"Malanea Aubl.",3
"Sapium aereum Klotzsch",3
"Byttneria Loefl.",3
"Zygia juruana (Harms) L.Rico",3
"Sarcopera aurantiaca (Spruce ex Gilg) A.C.de Roon & S.Dressler",3
"Byttneria ancistrodonta Mildbr.",3
"Scaphyglottis Poepp. & Endl.",3
"Ocimum micranthum Willd.",3
"Xylopia parviflora (A.Rich.) Benth.",3
"Inga oerstediana Benth. ex Seem.",3
"Inga panurensis Spruce ex Benth.",3
"Dalechampia Plum. ex L.",3
"Byrsonima schultesiana Cuatrec.",3
"Ischaemum latifolium (Spreng.) Kunth",3
"Ocotea gracilis (Meisn.) Mez",3
"Schlegelia Miq.",3
"Schlegelia parviflora (Oerst.) Monach.",3
"Dalbergia inundata Spruce ex Benth.",3
"Leandra longicoma Cogn.",3
"Schoenobiblus elliptica Pilg.",3
"Schradera Vahl",3
"Eryngium foetidum L.",3
"Ocotea olivacea A.C.Sm.",3
"Ocotea pauciflora (Nees) Mez",3
"Fissidens flexinervis Mitt.",3
"Dacryodes belemensis Cuatrec.",3
"Octoblepharum Hedw.",3
"Cyrto-hypnum frontinoae Churchill & Linares C., 1995",3
"Scleria secans (L.) Urb.",3
"Octomeria R.Br.",3
"Bulbostylis lanata (Kunth) Lindm.",3
"Fischeria stellata (Vell.) E.Fourn.",3
"Secondatia duckei Markgr.",3
"Xylosma digynum Benth. ex Eichler",3
"Aechmea angustifolia Poepp. & Endl.",3
"Cyphomandra obliqua (Ruiz & Pav.) Sendtn.",3
"Xylosma J.R.Forst. & G.Forst.",3
"Buchenavia tetraphylla (Aubl.) R.A.Howard",3
"Selaginella haematodes (Kunze) Spring",3
"Selaginella homaliae A.Braun",3
"Buchenavia amazonia Alwan & Stace",3
"Vismia guianensis (Aubl.) Pers.",3
"Brugmansia suaveolens (Humb. & Bonpl. ex Willd.) Bercht. & J.Presl",3
"Selaginella revoluta Baker",3
"Selaginella speciosa A.Braun",3
"Cyphomandra hartwegii (Miers) Sendtn. ex Walp.",3
"Selysia prunifera (Poepp. & Endl.) Cogn.",3
"Sematophyllum adnatum Britton, 1902",3
"Senefeldera inclinata Müll.Arg.",3
"Brosimum utile subsp. ovatifolium (Ducke) C.C.Berg",3
"Senna latifolia (G.Mey.) H.S.Irwin & Barneby",3
"Brosimum utile (Kunth) Oken ex J.Presl",3
"Brosimum acutifolium Huber",3
"Vochysia inundata Ducke",3
"Senna silvestris var. silvestris",3
"Senna spinescens (Hoffmanns. ex Vogel) H.S.Irwin & Barneby",3
"Manettia reclinata L.",3
"Serjania deltoidea Radlk.",3
"Eriotheca Schott & Endl.",3
"Brocchinia Schult. & Schult.f.",3
"Olyra longifolia Kunth",3
"Bredemeyera lucida (Benth.) Klotzsch ex Hassk.",3
"Eriopsis sceptrum Rchb.f. & Warsz.",3
"SH0934933.09FU",3
"Operculina codonantha (Benth.) Hallier fil.",3
"SH0970514.09FU",3
"Bredemeyera densiflora A.W.Benn.",3
"Brachytheciaceae",3
"Cynometra bauhiniifolia Benth.",3
"SH0996905.09FU",3
"SH1018909.09FU",3
"Cynanchum montevidense Spreng.",3
"SH1059335.09FU",3
"Fimbristylis littoralis Gaudich.",3
"SH1119690.09FU",3
"Mansoa standleyi (Steyerm.) A.H.Gentry",3
"Ficus yoponensis Desv.",3
"Borojoa claviflora (K.Schum.) Cuatrec.",3
"Ormosia macrocalyx Ducke",3
"SH1211033.09FU",3
"SH1238259.09FU",3
"SH1251270.09FU",3
"SH1253691.09FU",3
"Cymbopetalum brasiliense (Vell.) Benth. ex Baill.",3
"SH1260890.09FU",3
"Leonia glycycarpa var. racemosa (C.Mart.) L.B.Sm. & Fernández",3
"SH1265749.09FU",3
"Cydista Miers",3
"SH1287923.09FU",3
"SH1295606.09FU",3
"Eragrostis hypnoides (Lam.) Britton, Sterns & Poggenb.",3
"Ossaea bullifera (Pilg.) Gleason",3
"Bignonia sciuripabulum (Hovel.) L.G.Lohmann",3
"Simira cordifolia (Hook.f.) Steyerm.",3
"Eragrostis acutiflora (Kunth) Nees",3
"Sinningia incarnata (Aubl.) D.L.Denham",3
"Inga polita Killip",3
"Ischnosiphon leucophaeus subsp. leucophaeus",3
"Ischnosiphon longiflorus K.Schum.",3
"Siparuna micrantha A.DC.",3
"Cybianthus ruforamulus Pipoly",3
"Siphanthera fasciculata (Gleason) Almeda & O.R.Rob.",3
"Sloanea davidsei Steyerm.",3
"Begoniaceae",3
"Sloanea garckeana K.Schum.",3
"Ouratea orbignyana (Tiegh.) Liesner",3
"Ouratea pisiformis Engl.",3
"Ouratea polyantha (Triana & Planch.) Engl.",3
"Bazzania S.F.Gray",3
"Ouratea roraimae Engl.",3
"Ischnosiphon longiflorus subsp. angustifolius L.Andersson",3
"Cybianthus longifolius Miq.",3
"Smilax longifolia Rich.",3
"Epistephium amplexicaule Poepp. & Endl.",3
"Cyathea vaupensis (P.G.Windisch) Lehnert",3
"Cyathea pastazensis (Hieron.) Domin",3
"Bauhinia longicuspis Spruce ex Benth.",3
"Marila laxiflora Rusby",3
"Acosmium nitens (Vogel) Yakovlev",3
"Solanum kioniotrichum Bitter ex J.F.Macbr.",3
"Cyathea aterrima (Hook.) Domin",3
"Pachira morae Fern.Alonso",3
"Geonoma maxima subsp. chelidonura (Spruce) A.J.Hend.",3
"Abolboda grandis Griseb.",3
"Geonoma longepedunculata Burret",3
"Maripa axilliflora C.Mart. ex Meisn.",3
"Solanum pedemontanum M.Nee",3
"Paepalanthus fasciculatus Körn., 1863",3
"Maripa fasciculata Ooststr.",3
"Batesia floribunda Spruce ex Benth.",3
"Curcuma longa L.",3
"Batemannia Lindl.",3
"Pagamea macrophylla Spruce ex Benth.",3
"Epidendrum rigidum Jacq.",3
"Sorocea pubivena subsp. hirtella (Mildbr.) C.C.Berg",3
"Bactris hirta var. pectinata (Mart.) Govaerts",3
"Bactris halmoorei A.J.Hend.",3
"Souroubea bicolor (Benth.) Delponte",3
"Spachea tricarpa A.Juss.",3
"Cuervea kappleriana (Miq.) A.C.Sm.",3
"Palicourea dichotoma (Rudge) Delprete & J.H.Kirkbr.",3
"Spathiphyllum fulvovirens Schott",3
"Spathiphyllum Schott",3
"Specklinia picta (Lindl.) Pridgeon & M.W.Chase",3
"Vouarana Aubl.",3
"Cucurbita maxima Duchesne",3
"Goeppertia zingiberina (Körn.) Borchs. & S.Suárez",3
"Palicourea grandifolia (Willd. ex Schult.) Standl.",3
"Marmaroxylon claviflorum (Spruce ex Benth.) L.Rico",3
"Palicourea hoffmannseggiana (Willd. ex Schult.) Borhidi",3
"Spigelia schultesii Fern.Casas",3
"Ficus reflexa Thunb.",3
"Palicourea longistipulata Standl.",3
"Azolla filiculoides Lam.",3
"Croton pachypodus G.L.Webster",3
"Palicourea mansoana (Müll.Arg.) Standl.",3
"Stemmadenia grandiflora (Jacq.) Miers",3
"Stenopadus colombianus Cuatrec. & Steyerm.",3
"Sterculia killipiana Standl. ex E.L.Taylor",3
"Isertia Schreb.",3
"Palicourea quadrifolia subsp. leticiana C.M.Taylor",3
"Palicourea rigida Kunth",3
"Epidendrum compressum Griseb.",3
"Palicourea stenoclada (Müll.Arg.) Standl.",3
"Streptocalyx colombianus L.B.Sm.",3
"Palicourea subundulata (Benth.) Delprete & J.H.Kirkbr.",3
"Stromanthe Sond.",3
"Crinum L.",3
"Asplenium cuneatum Lam.",3
"Crescentia amazonica Ducke",3
"Crepidospermum cuneifolium (Cuatrec.) Daly",3
"Zanthoxylum L.",3
"Strychnos parviflora Spruce ex Benth.",3
"Palmorchis puber (Cogn.) Garay",3
"Vouarana guianensis Aubl.",3
"Asclepias curassavica L.",3
"Asclepiadaceae",3
"Strychnos tarapotensis Sprague & Sandwith",3
"Stryphnodendron flammatum Kleinhoonte",3
"Zanthoxylum rhoifolium Lam.",3
"Coutoubea Aubl.",3
"Panicum polygonatum Schrad.",3
"Coussarea violacea Aubl.",3
"Panicum trichoides Sw.",3
"Licania alba (Bernoulli) Cuatrec.",3
"Arrabidaea candicans (Rich.) DC.",3
"Paradrymonia Hanst.",3
"Swartzia gigantea R.S.Cowan",3
"Parahancornia fasciculata (Poir.) Benoist",3
"Swartzia laurifolia Benth.",3
"Ardisia Sw.",3
"Ardisia loretensis Lundell",3
"Swartzia tessmannii Harms",3
"Pariana radiciflora Sagot ex Döll",3
"Archilejeunea porelloides (Spruce) Schiffn.",3
"Archilejeunea ludoviciana subsp. porelloides (Spruce) Gradst.",3
"Symphonia L.fil.",3
"Licania britteniana Fritsch, 1892",3
"Syngonium yurimaguense Engl.",3
"Araliaceae",3
"Adelobotrys marginata Brade",3
"Aquifoliaceae",3
"Syzygium malaccense (L.) Merr. & L.M.Perry",3
"Endlicheria williamsii O.C.Schmidt",3
"Tabebuia Gomes",3
"Tabebuia obscura (Bureau & K.Schum.) Sandwith",3
"Tabebuia ochracea A.H.Gentry",3
"Coussapoa asperifolia subsp. magnifolia (Trécul) Akkermans & Berg",3
"Aphelandra pilosa Leonard",3
"Mauria Kunth",3
"Tacarcuna amanoifolia Huft",3
"Couepia williamsii J.F.Macbr.",3
"Tachigali cavipes (Spruce ex Benth.) J.F.Macbr.",3
"Anthurium whitmorei Croat & Lingán",3
"Anthurium vittariifolium Engl.",3
"Parodiolyra micrantha (Kunth) Davidse & Zuloaga",3
"Paspalum conjugatum P.J.Bergius",3
"Anthurium rubrinervium (Link) G.Don",3
"Paspalum orbiculatum Poir.",3
"Ficus insipida subsp. insipida",3
"Ixora coccinea L.",3
"Passiflora auriculata Kunth",3
"Couepia parillo A.DC.",3
"Anthurium decurrens Poepp.",3
"Talisia guianensis Aubl.",3
"Talisia macrophylla (C.Mart.) Radlk.",3
"Talisia sylvatica (Aubl.) Radlk.",3
"Passiflora killipiana Cuatrec.",3
"Tanaecium bilabiatum (Sprague) L.G.Lohmann",3
"Anthurium cataniapoense Croat",3
"Anthurium bakeri Hook.f.",3
"Anthodon decussatum Ruiz & Pav.",3
"Guadua angustifolia Kunth",3
"Licania heteromorpha var. heteromorpha",3
"Taxiphyllum taxirameum Fleischer, 1923",3
"Anomospermum Miers",3
"Telitoxicum Moldenke",3
"Telitoxicum negroense (Krukoff & Moldenke) Krukoff",3
"Tepuianthus colombianus Maguire & Steyerm.",3
"Paullinia clathrata Radlk.",3
"Annona muricata L.",3
"Terminalia oblonga (Ruiz & Pav.) Steud.",3
"Ternstroemia klugiana Kobuski",3
"Ternstroemia Mutis ex L.fil.",3
"Tetragastris altissima (Aubl.) Swart",3
"Endlicheria klugii O.C.Schmidt",3
"Tetrameranthus laomae D.R.Simpson",3
"Endlicheria gracilis Kosterm.",3
"Annona danforthii (Standl.) H.Rainer",3
"Ixora ulei K.Krause",3
"Tetrapterys pallida Cuatrec.",3
"Thamniopsis cruegeriana W.R.Buck, 1987",3
"Paullinia microneura Cuatrec.",3
"Zygia unifoliolata (Benth.) Pittier",3
"Thelypteris biformata (Rosenst.) R.M.Tryon",3
"Thelypteris biolleyi (Christ) Proctor",3
"Thelypteris macrophylla (Kunze) C.V.Morton",3
"Aniba taubertiana Mez",3
"Aniba perutilis Hemsl.",3
"Aniba megaphylla Mez",3
"Theobroma subincana Spruce ex Sagot",3
"Paullinia trilatera Radlk.",3
"Anemopaegma paraense Bureau & K.Schum.",3
"Zelometeorium recurvifolium (Hornsch.) Manuel",3
"Thysananthus amazonicus (Spruce) Schiffn.",3
"Pausandra martini Baill.",3
"Tilesia baccata var. baccata",3
"Paypayrola Aubl.",3
"Tococa leticiana Michelang.",3
"Memora Miers",3
"Pecluma consimilis (D.C.Eaton ex Mett.) M.G.Price",3
"Tocoyena Aubl.",3
"Mendoncia bivalvis (L.fil.) Merr.",3
"Tontelea Aubl.",3
"Pecluma pectinata (L.) M.G.Price",3
"Tontelea laxiflora (Benth.) A.C.Sm.",3
"Endlicheria citriodora van der Werff",3
